sep=, 
final goal x ,-8.27014,final Goal y,0.970565
timestamp, position X , position Y , position Z , orientation X , orientation Y , orientation Z , destination change x, destination change y, cordinates change X, cordinates change Y
0.420000000,3.5,2,0.455012,0.27049,0.270706,-0.653021
0.451000000,3.5,2,0.341822,0.27049,0.270706,-0.653021
0.485000000,3.5,2,0.21796,0.27049,0.270706,-0.653021
0.519000000,3.5,2,0.0791822,0.27049,0.270706,-0.653021
0.552000000,3.5,2.00305,0.0492488,0.214357,0.214485,-0.673594
0.586000000,3.5,2.00554,0.0408264,0.137106,0.137194,-0.693454
0.620000000,3.5,2.00624,0.0341709,0.043332,0.0444074,-0.705528
0.653000000,3.50001,2.00827,0.0393318,-0.0209722,-0.0203516,-0.706518
0.686000000,3.50003,2.01308,0.0451207,-0.0423723,-0.0417059,-0.705515
0.720000000,3.50005,2.01942,0.0449963,-0.0418261,-0.0413308,-0.705458
0.752000000,3.50007,2.02691,0.0389667,-0.019561,-0.0190715,-0.70632
0.785000000,3.50008,2.03465,0.0337613,0.0183246,0.0189408,-0.706254
0.820000000,3.50007,2.04074,0.033943,0.0541526,0.0548372,-0.704341
0.853000000,3.50008,2.0448,0.0348395,0.0832352,0.0834529,-0.701609
0.886000000,3.50008,2.04515,0.0360394,0.0939336,0.094078,-0.700292
0.920000000,3.50008,2.04516,0.0356215,0.090171,0.0903096,-0.700786
0.953000000,3.50008,2.04523,0.0348327,0.075175,0.0752854,-0.702554
0.986000000,3.50008,2.04528,0.0343656,0.057466,0.057546,-0.704225
1.020000000,3.50008,2.04531,0.0339488,0.0370878,0.0371334,-0.705593
1.053000000,3.50008,2.04532,0.0336401,0.015277,0.0152863,-0.706402
1.085000000,3.50008,2.04568,0.0343201,-0.00259678,-0.0017967,-0.70659
1.120000000,3.50011,2.04696,0.0341014,-0.000276979,-0.00025246,-0.70665
1.153000000,3.50011,2.04712,0.0339434,-0.000191724,-0.000170526,-0.706546
1.186000000,3.50011,2.04713,0.0337979,-0.000258872,-0.000226628,-0.706548
1.220000000,3.50011,2.04713,0.0336451,0.00044376,0.000483992,-0.706549
1.253000000,3.50011,2.04713,0.0334974,0.00123047,0.00127851,-0.706548
1.286000000,3.50011,2.04713,0.0333499,0.00201624,0.00207204,-0.706546
1.320000000,3.50011,2.04713,0.0332228,0.00278457,0.00279972,-0.706545
1.352000000,3.50012,2.04713,0.033223,0.00271926,0.00273488,-0.706551
1.386000000,3.50012,2.04713,0.0332229,0.00271985,0.0027355,-0.706549
1.418000000,3.50012,2.04713,0.0332229,0.00271972,0.00273541,-0.706545
1.453000000,3.50012,2.04713,0.0332229,0.0027197,0.00273538,-0.706541
1.486000000,3.50012,2.04713,0.0332229,0.00271969,0.00273537,-0.706537
1.520000000,3.50012,2.04713,0.0332229,0.00271969,0.00273537,-0.706533
1.553000000,3.50012,2.04713,0.0332229,0.00271969,0.00273537,-0.706529
1.586000000,3.50012,2.04713,0.0332229,0.00271969,0.00273537,-0.706525
1.620000000,3.50012,2.04713,0.0332229,0.00271969,0.00273538,-0.706521
1.653000000,3.50012,2.04713,0.0332229,0.00271968,0.00273538,-0.706517
1.686000000,3.50012,2.04713,0.0332229,0.00271968,0.00273539,-0.706513
1.719000000,3.50012,2.04713,0.0332229,0.00271967,0.00273539,-0.706508
1.753000000,3.50012,2.04713,0.0332229,0.00271967,0.0027354,-0.706504
1.786000000,3.50013,2.04713,0.0332229,0.00271966,0.00273541,-0.7065
1.820000000,3.50013,2.04713,0.0332229,0.00271965,0.00273542,-0.706496
1.853000000,3.50013,2.04713,0.0332229,0.00271964,0.00273542,-0.706492
1.886000000,3.50013,2.04713,0.0332229,0.00271963,0.00273543,-0.706488
1.919000000,3.50013,2.04713,0.0332229,0.00271962,0.00273545,-0.706484
1.953000000,3.50013,2.04713,0.0332229,0.00271961,0.00273546,-0.70648
1.986000000,3.50013,2.04713,0.0332229,0.0027196,0.00273547,-0.706476
2.020000000,3.50013,2.04713,0.0332229,0.00271959,0.00273548,-0.706472
2.053000000,3.50013,2.04713,0.0332229,0.00271958,0.00273549,-0.706468
2.086000000,3.50013,2.04713,0.0332229,0.00271957,0.0027355,-0.706464
2.120000000,3.50013,2.04713,0.0332229,0.00271955,0.00273552,-0.706459
2.153000000,3.50013,2.04713,0.0332229,0.00271954,0.00273553,-0.706455
2.186000000,3.50013,2.04713,0.0332229,0.00271953,0.00273554,-0.706451
2.220000000,3.50014,2.04713,0.0332229,0.00271952,0.00273556,-0.706447
2.252000000,3.50014,2.04713,0.0332229,0.0027195,0.00273557,-0.706443
2.286000000,3.50014,2.04713,0.0332229,0.00271949,0.00273558,-0.706439
2.320000000,3.50014,2.04713,0.0332229,0.00271948,0.0027356,-0.706435
2.352000000,3.50014,2.04713,0.0332229,0.00271946,0.00273561,-0.706431
2.385000000,3.50014,2.04767,0.0332223,0.00272509,0.00274151,-0.706429
2.420000000,3.50014,2.04931,0.0332222,0.00272544,0.0027418,-0.70644
2.451000000,3.50013,2.05196,0.0332222,0.00272586,0.00274216,-0.706462
2.486000000,3.50013,2.05524,0.0332227,0.00272966,0.00273003,-0.708338
2.519000000,3.50017,2.05898,0.033223,0.00274086,0.00271358,-0.712101
2.553000000,3.50024,2.06263,0.0332228,0.00275614,0.00269981,-0.715811
2.585000000,3.50034,2.06583,0.033224,0.00276162,0.00267788,-0.719343
2.619000000,3.50044,2.06822,0.0332239,0.00277481,0.00266463,-0.722737
2.652000000,3.50052,2.06969,0.0332239,0.00278705,0.00265215,-0.725913
2.685000000,3.50056,2.07034,0.0332239,0.00279916,0.00263969,-0.729072
2.720000000,3.50055,2.07017,0.0332237,0.00281284,0.00262728,-0.732419
2.753000000,3.50049,2.06931,0.0332237,0.00282601,0.00261352,-0.73589
2.786000000,3.50035,2.06774,0.0332236,0.00284018,0.00259885,-0.73958
2.820000000,3.50011,2.06534,0.0332234,0.00285571,0.00258292,-0.743578
2.853000000,3.49976,2.06221,0.0332233,0.00287108,0.00256673,-0.747575
2.886000000,3.4993,2.05853,0.0332228,0.00289792,0.002544,-0.753379
2.920000000,3.49869,2.05437,0.0332223,0.00293011,0.00251526,-0.76089
2.952000000,3.498,2.05031,0.033222,0.00295838,0.00248472,-0.768171
